num_job,num_machine,mean,std,seed,I_b,I_f,baseline,RANDOM_best,RANDOM_time,RUBI_best,RUBI_time,GT_best,GT_time
40,70,30,10,0,0.24432234432234431,0.24340393905611293,5553.65,5173,18.744155168533325,3549,42.92381930351257,3379,48.8978054523468
40,80,30,10,0,0.22147435897435894,0.21356702369360595,6052.18,5654,21.88308620452881,3852,52.89320087432861,3701,59.958779096603394
40,90,30,10,0,0.19344729344729344,0.20426390089311436,6548.04,6137,25.680381536483765,4111,57.45112681388855,3992,64.62823462486267
40,100,30,10,0,0.16948717948717948,0.1792281792281792,7015.77,6581,27.920615196228027,4355,66.43304872512817,4302,73.54817056655884
45,5,30,10,0,0.909090909090909,0.9090909090909091,1932.8,1721,2.4249532222747803,1475,4.890410900115967,1489,6.61770486831665
45,10,30,10,0,0.7999999999999999,0.7954545454545454,2275.6,1937,4.138901472091675,1578,8.455321788787842,1565,10.940104722976685
45,15,30,10,0,0.6984848484848485,0.685064935064935,2648.75,2413,5.979857444763184,1802,11.957981586456299,1755,14.895309209823608
45,20,30,10,0,0.6147727272727274,0.6136363636363636,2992.12,2728,7.473918914794922,1897,15.014425277709961,1963,19.522856950759888
45,25,30,10,0,0.5281818181818182,0.5350378787878788,3313.66,2932,8.704875946044922,2083,17.757864236831665,2110,22.384643077850342
45,30,30,10,0,0.47803030303030297,0.4851097178683385,3642.26,3288,9.793007135391235,2277,21.608534336090088,2268,26.996469974517822
45,35,30,10,0,0.42857142857142855,0.44919786096256686,3981.75,3607,12.074892282485962,2500,26.260987997055054,2439,30.63256287574768
45,40,30,10,0,0.3931818181818182,0.3939393939393939,4292.59,3782,13.765042304992676,2660,28.20511770248413,2593,33.85205388069153
45,45,30,10,0,0.3631313131313131,0.37241735537190085,4577.47,4175,15.128080606460571,2841,32.08558130264282,2788,37.7579550743103
45,50,30,10,0,0.345,0.34183673469387754,4865.71,4363,16.14567279815674,3135,34.81012749671936,2916,44.123464584350586
45,60,30,10,0,0.3022727272727272,0.3012326656394453,5406.06,5020,20.069802284240723,3357,44.572497606277466,3256,52.04282259941101
45,70,30,10,0,0.25681818181818183,0.264163372859025,5881.92,5244,22.8340585231781,3703,49.96438002586365,3525,56.87315130233765
45,80,30,10,0,0.23892045454545455,0.24280782508630608,6409.46,5852,24.659690380096436,4004,57.13010239601135,3897,61.00739359855652
